time_step,total_population,resource_concentration,genotype_0_density,genotype_1_density,genotype_2_density,genotype_3_density,genotype_4_density,genotype_5_density,genotype_6_density,genotype_7_density,genotype_8_density,genotype_9_density,genotype_10_density,genotype_11_density,genotype_12_density,genotype_13_density,genotype_14_density,genotype_15_density,genotype_16_density,genotype_17_density,genotype_18_density,genotype_19_density,mutation_frequency,cooperation_index,competition_index,mean_fitness,mean_resistance,mean_efficiency,biofilm_fraction,hgt_events,divisions,deaths,phase_lag,phase_log,phase_stationary,phase_death,mean_antibiotic,mean_biofilm,cumulative_mutations,cumulative_hgt,total_resource_consumed
142,10361,29.305542,0.322556,0.30499,0.366663,0.0,0.000193,0.0,0.0,0.0,0.000193,0.00029,0.0,0.000193,0.000676,0.002123,0.000386,0.000579,0.000193,0.000386,0.0,0.000579,0.008838,0.406889,0.035569,0.502783,0.074001,1.04708,0.833703,0,1584,672,4027,966,5368,0,0.709908,0.381211,983,71,1512936.6586
143,9418,29.303211,0.32491,0.305691,0.363453,0.0,0.000212,0.0,0.0,0.0,0.000212,0.000319,0.0,0.000106,0.000637,0.00223,0.000425,0.000637,0.000212,0.000425,0.0,0.000531,0.0,0.479745,0.035825,0.593672,0.074122,1.047017,0.984073,0,0,943,2620,1040,5758,0,0.714157,0.382542,983,71,1527360.0809
144,10419,29.304027,0.326615,0.304444,0.363279,0.0,0.000192,0.0,9.6e-05,0.0,0.000192,0.000288,0.0,9.6e-05,0.000576,0.002208,0.000384,0.000576,0.000192,0.000384,0.0,0.00048,0.015257,0.406973,0.036037,0.504394,0.074088,1.047276,0.836069,0,1573,572,4034,973,5412,0,0.718343,0.382975,1007,71,1540432.594
145,9441,29.302523,0.323059,0.306218,0.364792,0.0,0.000106,0.0,0.000106,0.0,0.000212,0.000318,0.0,0.000106,0.000636,0.002436,0.000424,0.000636,0.000212,0.000318,0.0,0.000424,0.0,0.479309,0.036412,0.594382,0.073933,1.047209,0.984747,6,0,978,2652,1017,5772,0,0.722466,0.384296,1007,77,1554827.2287
146,10416,29.303084,0.320276,0.30626,0.367512,0.0,0.000192,0.0,0.0,0.0,0.000192,0.000384,0.0,0.000192,0.000768,0.002112,0.000576,0.000672,0.000192,0.000288,0.0,0.000384,0.00712,0.409187,0.036496,0.506469,0.074105,1.047731,0.840342,0,1545,570,4050,952,5414,0,0.726527,0.384716,1018,77,1567890.2996
147,9459,29.301582,0.321704,0.307009,0.365789,0.0,0.000211,0.0,0.0,0.0,0.000106,0.000423,0.0,0.000106,0.00074,0.001903,0.000634,0.000634,0.000211,0.000211,0.0,0.000317,0.0,0.480335,0.036611,0.595088,0.073895,1.047933,0.986151,0,0,957,2639,1040,5780,0,0.730527,0.386022,1018,77,1582353.729
148,10342,29.302682,0.318507,0.308548,0.367047,9.7e-05,0.000193,0.0,0.0,0.0,0.000193,0.000677,9.7e-05,9.7e-05,0.000774,0.001644,0.00058,0.000774,0.000193,0.000193,0.0,0.000387,0.012492,0.410244,0.036795,0.507878,0.07374,1.048458,0.84239,0,1521,638,3990,977,5375,0,0.734468,0.386465,1037,77,1595514.4176
149,9425,29.298788,0.31809,0.310345,0.365942,0.000106,0.000106,0.0,0.0,0.0,0.000212,0.000743,0.000106,0.000106,0.000637,0.001485,0.000637,0.000743,0.000212,0.000212,0.0,0.000318,0.0,0.480187,0.037031,0.595578,0.073699,1.048368,0.98695,0,0,917,2586,1077,5762,0,0.738349,0.387729,1037,77,1609986.3344
150,10485,29.296857,0.319218,0.308155,0.366905,0.000191,0.000191,9.5e-05,9.5e-05,9.5e-05,9.5e-05,0.000572,9.5e-05,9.5e-05,0.000763,0.001431,0.000477,0.000763,0.000191,0.000286,0.0,0.000286,0.012195,0.404609,0.037178,0.502557,0.073532,1.0487,0.832427,6,1640,580,4081,1024,5380,0,0.742172,0.388127,1057,83,1623232.3008
151,9509,29.29646,0.32138,0.308339,0.364812,0.00021,0.000105,0.000105,0.000105,0.000105,0.000105,0.000526,0.000105,0.000105,0.000736,0.001262,0.000526,0.000841,0.00021,0.000105,0.0,0.000315,0.0,0.479245,0.037462,0.595636,0.073399,1.048744,0.986118,0,0,976,2726,1006,5777,0,0.745937,0.389365,1057,83,1637640.0187
152,10464,29.298699,0.321005,0.307435,0.365826,9.6e-05,9.6e-05,9.6e-05,9.6e-05,9.6e-05,0.000191,0.000478,9.6e-05,9.6e-05,0.000765,0.001242,0.000765,0.00086,0.000287,9.6e-05,0.0,0.000382,0.005859,0.40971,0.037338,0.50849,0.073567,1.049026,0.842699,0,1536,581,4089,938,5437,0,0.749646,0.38968,1066,83,1650662.6876
153,9463,29.295622,0.318187,0.309838,0.366797,0.000106,0.000106,0.000106,0.000106,0.000106,0.000211,0.000423,0.000106,0.000106,0.000634,0.001057,0.000845,0.000845,0.000211,0.000106,0.0,0.000106,0.0,0.480197,0.0376,0.596277,0.07335,1.049103,0.987319,0,0,1001,2669,1042,5752,0,0.7533,0.390901,1066,83,1665138.2849
154,10415,29.295177,0.318003,0.308593,0.367643,9.6e-05,9.6e-05,9.6e-05,9.6e-05,9.6e-05,0.000192,0.000576,0.000288,9.6e-05,0.00048,0.001536,0.000672,0.001056,0.000192,9.6e-05,0.0,9.6e-05,0.007634,0.407846,0.037645,0.506585,0.073343,1.049585,0.838982,0,1572,620,4079,965,5371,0,0.756898,0.39121,1078,83,1678250.6911
155,9490,29.289804,0.316649,0.311486,0.366702,0.0,0.000105,0.000105,0.000105,0.000105,0.000211,0.000527,0.000211,0.000105,0.000527,0.001159,0.000738,0.000948,0.000105,0.000105,0.0,0.000105,0.0,0.479582,0.038082,0.597078,0.073576,1.049647,0.98725,3,0,925,2667,1070,5753,0,0.760443,0.392382,1078,86,1692786.7434
156,10488,29.287444,0.318936,0.308543,0.366991,0.0,0.000191,0.000191,0.000191,0.000191,0.000191,0.000477,0.000191,0.000191,0.000572,0.001049,0.000667,0.000953,9.5e-05,0.000286,0.0,9.5e-05,0.009375,0.407471,0.038138,0.506182,0.073651,1.05016,0.838482,0,1600,602,4119,991,5378,0,0.763934,0.392693,1093,86,1706019.9621
157,9499,29.282579,0.319507,0.309927,0.364986,0.0,0.000211,0.000211,0.000211,0.000211,0.000211,0.000316,0.000211,0.000211,0.000421,0.001053,0.000737,0.001053,0.000105,0.000316,0.0,0.000105,0.0,0.479683,0.038009,0.597451,0.073681,1.049945,0.987051,0,0,989,2680,1059,5760,0,0.767373,0.393851,1093,86,1720516.7117
158,10496,29.281535,0.31755,0.311261,0.365758,0.0,0.000191,9.5e-05,0.000191,0.000191,0.000286,0.000476,0.000191,0.000191,0.000381,0.001048,0.000667,0.001048,0.0,0.000286,0.0,0.000191,0.008805,0.407906,0.038195,0.507188,0.073556,1.050225,0.838034,0,1590,593,4081,1012,5403,0,0.770761,0.394118,1107,86,1733672.9212
159,9556,29.278338,0.318753,0.311113,0.365111,0.0,0.000105,0.0,0.000105,0.000105,0.000314,0.000523,0.000209,0.000209,0.000419,0.000837,0.000628,0.001046,0.0,0.000314,0.0,0.000209,0.0,0.479902,0.038535,0.597977,0.073639,1.050092,0.986396,0,0,940,2666,1039,5851,0,0.774098,0.395296,1107,86,1748211.4968
160,10500,29.27861,0.319619,0.307238,0.368095,0.0,9.5e-05,0.0,9.5e-05,9.5e-05,0.000286,0.000571,0.000286,0.00019,0.000286,0.001048,0.000571,0.001048,0.0,0.000286,0.0,0.00019,0.006321,0.407265,0.038219,0.508043,0.073622,1.050711,0.836571,1,1582,638,4087,981,5432,0,0.777384,0.395608,1117,87,1761442.487
161,9515,29.276169,0.321177,0.305307,0.368366,0.0,0.0,0.0,0.000105,0.000105,0.00021,0.000631,0.000315,0.00021,0.000315,0.001156,0.00042,0.001156,0.0,0.000315,0.0,0.00021,0.0,0.480484,0.038511,0.598656,0.073788,1.050545,0.986337,0,0,985,2663,1047,5805,0,0.780622,0.396732,1117,87,1775924.3872
162,10515,29.275907,0.319448,0.304993,0.370138,0.0,0.0,0.0,9.5e-05,0.000285,0.000285,0.000571,0.000285,0.00019,0.00038,0.001046,0.000476,0.001141,0.0,0.000476,0.0,0.00019,0.010665,0.408454,0.038585,0.508291,0.07401,1.050841,0.838897,0,1594,594,4082,973,5460,0,0.783811,0.396993,1134,87,1789118.1012
163,9519,29.271393,0.319992,0.303498,0.370942,0.0,0.0,0.0,0.000105,0.00021,0.00021,0.00063,0.000315,0.00021,0.00042,0.001156,0.00042,0.001156,0.0,0.000525,0.0,0.00021,0.0,0.480845,0.039058,0.599355,0.073827,1.05088,0.988444,0,0,996,2633,1050,5836,0,0.786952,0.398168,1134,87,1803722.1047
164,10613,29.270983,0.322717,0.302742,0.368887,9.4e-05,0.0,0.0,9.4e-05,0.000188,9.4e-05,0.000754,0.000283,0.000188,0.000471,0.001131,0.000377,0.001319,0.0,0.000377,0.0,0.000283,0.008589,0.406259,0.039183,0.50742,0.073454,1.05133,0.835673,0,1630,536,4140,989,5484,0,0.790045,0.398433,1148,87,1816971.3388
165,9583,29.267758,0.324011,0.301889,0.368569,0.000104,0.0,0.0,0.000104,0.000209,0.000104,0.000626,0.000209,0.000209,0.000417,0.001252,0.000417,0.001148,0.0,0.000417,0.0,0.000313,0.0,0.480107,0.039278,0.599806,0.073773,1.05133,0.988104,2,0,1030,2690,1062,5831,0,0.793093,0.39959,1148,89,1831562.9285
166,10610,29.266985,0.325919,0.300189,0.368049,9.4e-05,0.0,0.0,0.000189,0.000189,9.4e-05,0.000566,0.000377,0.000189,0.000377,0.00132,0.000566,0.001131,0.0,0.000471,0.0,0.000283,0.009294,0.407834,0.039269,0.508635,0.074082,1.051744,0.839303,0,1614,587,4149,989,5472,0,0.796095,0.399863,1163,89,1844882.4678
167,9550,29.262927,0.327016,0.299476,0.367435,0.000105,0.0,0.0,0.000209,0.000105,0.000105,0.000628,0.000419,0.000105,0.000314,0.001361,0.000628,0.001257,0.0,0.000524,0.0,0.000314,0.0,0.480357,0.039452,0.600207,0.074013,1.052017,0.988901,0,0,1060,2692,1066,5792,0,0.799051,0.401002,1163,89,1859533.4919
168,10571,29.262444,0.32627,0.299972,0.367988,9.5e-05,9.5e-05,0.0,0.000189,0.000189,9.5e-05,0.000568,0.000284,0.000189,0.000284,0.00123,0.000568,0.001041,0.0,0.000568,0.0,0.000378,0.010423,0.405982,0.039489,0.507847,0.074176,1.052406,0.835966,0,1631,610,4166,993,5412,0,0.801964,0.401168,1180,89,1872765.7581
169,9566,29.258546,0.327828,0.299603,0.367029,0.000105,0.000105,0.0,0.000209,0.0,0.000105,0.000523,0.000314,0.000209,0.000314,0.001254,0.000627,0.000941,0.0,0.000627,0.0,0.000209,0.0,0.479615,0.039713,0.600674,0.074062,1.052584,0.988605,0,0,1005,2721,1057,5788,0,0.804832,0.402216,1180,89,1887352.2494
170,10570,29.257893,0.328666,0.299622,0.365941,0.000189,9.5e-05,0.0,0.000189,0.0,0.0,0.000568,0.000284,0.000189,0.000284,0.001325,0.000568,0.00123,0.0,0.000568,0.0,0.000284,0.01186,0.406483,0.039612,0.509893,0.074064,1.052978,0.837654,4,1602,598,4172,984,5414,0,0.807658,0.40233,1199,93,1900540.4452
171,9558,29.254017,0.326428,0.303515,0.364302,0.000209,0.0,0.0,0.000209,0.0,0.0,0.000418,0.000314,0.000209,0.000314,0.00136,0.000628,0.001255,0.0,0.000523,0.0,0.000314,0.0,0.478883,0.039798,0.600863,0.074168,1.052707,0.987131,0,0,1012,2709,1057,5792,0,0.810441,0.403326,1199,93,1915046.1357
172,10538,29.254538,0.327292,0.300437,0.366199,0.00019,0.0,0.0,0.000285,0.0,0.0,0.00038,0.00038,0.00019,0.00038,0.001423,0.000854,0.001234,0.0,0.000474,0.0,0.000285,0.010082,0.407595,0.039835,0.510544,0.074251,1.05307,0.840672,0,1587,607,4113,995,5430,0,0.813183,0.403456,1215,93,1928264.847
173,9497,29.248356,0.32684,0.3002,0.367169,0.000105,0.0,0.0,0.000211,0.0,0.0,0.000421,0.000421,0.000105,0.000316,0.001474,0.000842,0.001158,0.0,0.000421,0.0,0.000316,0.0,0.48065,0.040397,0.601332,0.074111,1.053156,0.99105,0,0,1041,2650,1068,5779,0,0.815883,0.404509,1215,93,1942937.5948
174,10534,29.246177,0.32846,0.299506,0.366717,9.5e-05,0.0,0.0,0.00019,0.0,0.0,0.00038,0.000285,9.5e-05,0.00038,0.001329,0.000665,0.001044,0.0,0.000475,0.0,0.00038,0.006724,0.405019,0.04041,0.5081,0.07418,1.053482,0.83577,0,1636,599,4136,997,5401,0,0.818543,0.404603,1226,93,1956165.8287
175,9553,29.243416,0.328064,0.298859,0.368052,0.0,0.0,0.0,0.000209,0.0,0.0,0.000314,0.000209,0.000105,0.000314,0.001361,0.000733,0.001151,0.0,0.000314,0.0,0.000314,0.0,0.478542,0.04058,0.601709,0.074305,1.053506,0.98859,5,0,981,2757,1019,5777,0,0.821163,0.405503,1226,98,1970567.3065
176,10450,29.244099,0.330239,0.3,0.364689,0.0,0.0,0.0,0.000191,0.0,0.0,0.000383,0.000191,9.6e-05,0.000383,0.00134,0.00067,0.001053,0.0,0.000287,0.0,0.000478,0.007807,0.408793,0.040129,0.513158,0.074055,1.053638,0.844785,0,1537,640,4112,957,5381,0,0.823744,0.405516,1238,98,1983638.5037
177,9545,29.239249,0.330435,0.299214,0.365113,0.0,0.0,0.0,0.00021,0.0,0.0,0.000314,0.000105,0.000105,0.000419,0.001467,0.000733,0.001048,0.0,0.000314,0.0,0.000524,0.0,0.478218,0.040151,0.601767,0.074255,1.053732,0.98858,0,0,905,2689,1078,5778,0,0.826286,0.406396,1238,98,1998119.0771
178,10541,29.238142,0.329191,0.296082,0.369794,0.0,0.0,0.0,0.00019,0.0,0.0,0.000285,9.5e-05,9.5e-05,0.000285,0.001518,0.000949,0.000759,9.5e-05,0.000285,0.0,0.000379,0.009363,0.405704,0.040316,0.510396,0.074242,1.054068,0.838725,0,1602,606,4122,1019,5400,0,0.828789,0.40645,1253,98,2011363.4332
179,9503,29.232251,0.330106,0.297064,0.36841,0.0,0.0,0.0,0.0,0.0,0.0,0.00021,0.000105,0.000105,0.000316,0.001263,0.001052,0.000737,0.000105,0.000105,0.0,0.000421,0.0,0.478007,0.040569,0.602031,0.074107,1.054022,0.988951,0,0,1038,2658,1075,5770,0,0.831256,0.407412,1253,98,2026050.9181
180,10561,29.230934,0.334059,0.293249,0.368336,9.5e-05,0.0,0.0,0.0,0.0,0.0,9.5e-05,9.5e-05,9.5e-05,0.000284,0.001326,0.000852,0.000852,9.5e-05,9.5e-05,0.0,0.000473,0.009679,0.40316,0.040424,0.507941,0.074004,1.054491,0.834959,5,1653,595,4162,1014,5385,0,0.833685,0.407416,1269,103,2039276.6411
181,9590,29.228261,0.333889,0.292075,0.369552,0.000104,0.0,0.0,0.0,0.0,0.0,0.000104,0.000104,0.000104,0.000313,0.00146,0.000938,0.00073,0.0,0.000104,0.0,0.000521,0.0,0.478475,0.040671,0.602355,0.073912,1.054404,0.990824,0,0,971,2749,1035,5806,0,0.836078,0.408254,1269,103,2053729.1222
182,10595,29.228751,0.334214,0.293063,0.367815,9.4e-05,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.000189,0.000189,0.000378,0.001321,0.000944,0.000944,0.0,9.4e-05,0.0,0.000661,0.015664,0.405165,0.040613,0.511644,0.0737,1.054535,0.840019,0,1596,591,4184,967,5444,0,0.838435,0.408224,1294,103,2066862.8259
183,9562,29.223746,0.33539,0.292721,0.366869,0.0,0.0,0.0,0.0,0.0,0.0,0.000105,0.000209,0.000209,0.000418,0.00136,0.001046,0.000941,0.0,0.000105,0.0,0.000627,0.0,0.476832,0.040619,0.602359,0.073604,1.054407,0.989228,0,0,1033,2719,1060,5783,0,0.840756,0.409113,1294,103,2081461.5207
184,10536,29.223655,0.334472,0.293185,0.367407,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,0.00019,0.00019,0.00038,0.001424,0.001139,0.000759,0.0,9.5e-05,0.0,0.000569,0.008679,0.403625,0.040583,0.510246,0.073432,1.054835,0.838174,0,1613,639,4181,1000,5355,0,0.843043,0.409059,1308,103,2094654.6485
185,9561,29.217746,0.337308,0.2893,0.36879,0.0,0.0,0.0,0.0,0.0,0.0,0.000209,0.000209,0.000209,0.000418,0.001255,0.001046,0.000628,0.0,0.000105,0.0,0.000523,0.0,0.476424,0.040824,0.60274,0.073503,1.055059,0.989645,2,0,975,2691,1100,5770,0,0.845296,0.409874,1308,105,2109236.0969
186,10603,29.216191,0.339998,0.285202,0.370461,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.000189,9.4e-05,0.000377,0.001037,0.000943,0.00066,0.0,0.000283,0.0,0.00066,0.006707,0.403623,0.04107,0.509573,0.073472,1.055283,0.837499,0,1640,598,4177,1029,5397,0,0.847514,0.40985,1319,105,2122557.5378
187,9618,29.212149,0.340195,0.283843,0.371699,0.0,0.0,0.0,0.0,0.0,0.0,0.000104,0.000208,0.000104,0.000416,0.00104,0.000936,0.000624,0.0,0.000312,0.0,0.00052,0.0,0.476587,0.041015,0.602852,0.073416,1.05521,0.989083,0,0,985,2734,1055,5829,0,0.8497,0.410688,1319,105,2137128.095
188,10583,29.212833,0.340263,0.285363,0.369649,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.000283,0.000189,0.000472,0.000945,0.001039,0.000756,9.4e-05,0.000283,9.4e-05,0.000472,0.010487,0.404451,0.041066,0.510596,0.073142,1.055439,0.840215,0,1621,656,4183,979,5421,0,0.851852,0.410667,1336,105,2150389.3954
189,9642,29.207115,0.33883,0.285937,0.370877,0.0,0.0,0.0,0.0,0.0,0.0,0.000104,0.000207,0.000207,0.000207,0.001037,0.001037,0.00083,0.000104,0.000207,0.0,0.000415,0.0,0.476934,0.041227,0.602998,0.073007,1.055407,0.99191,0,0,941,2751,1055,5836,0,0.853973,0.411472,1336,105,2164966.974
190,10670,29.20745,0.339269,0.286129,0.370009,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.000187,0.000187,0.000187,0.001031,0.001218,0.000843,9.4e-05,0.000187,0.0,0.000562,0.012651,0.402477,0.041069,0.50919,0.072895,1.05573,0.838051,10,1660,632,4244,985,5441,0,0.856061,0.411436,1357,115,2178245.1205
191,9664,29.202132,0.339818,0.286217,0.369205,0.0,0.0,0.0,0.0,0.0,0.0,0.000103,0.000207,0.000207,0.000207,0.001035,0.001138,0.000931,0.000103,0.000207,0.0,0.000621,0.0,0.476769,0.041249,0.603189,0.072928,1.055846,0.991825,0,0,1006,2771,1076,5817,0,0.858118,0.412273,1357,115,2192922.4814
192,10656,29.201158,0.34009,0.283878,0.370871,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.000188,0.000188,0.000282,0.001126,0.001032,0.001032,9.4e-05,0.000282,0.0,0.000845,0.011557,0.402998,0.041446,0.510241,0.07293,1.056005,0.838026,0,1644,652,4228,997,5431,0,0.860145,0.412214,1376,115,2206214.9022
193,9643,29.195565,0.336721,0.284455,0.373743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000207,0.000207,0.000311,0.001141,0.001037,0.001037,0.0,0.000311,0.0,0.00083,0.0,0.476756,0.041768,0.603469,0.072942,1.055896,0.9916,0,0,1013,2748,1067,5828,0,0.862141,0.413026,1376,115,2220835.6098
194,10706,29.19514,0.33682,0.281524,0.376518,0.0,0.0,0.0,0.0,0.0,9.3e-05,0.0,0.00028,0.00028,0.000467,0.001121,0.001027,0.000934,0.0,0.00028,0.0,0.000654,0.007216,0.402573,0.041598,0.509786,0.072925,1.056344,0.838408,0,1663,600,4253,1000,5453,0,0.864107,0.412982,1388,115,2234139.4955
195,9626,29.187762,0.336381,0.282672,0.375649,0.0,0.0,0.0,0.0,0.0,0.000104,0.0,0.000208,0.000312,0.000416,0.001039,0.001143,0.001039,0.0,0.000312,0.0,0.000727,0.0,0.477097,0.041919,0.603553,0.072732,1.056428,0.992936,3,0,1080,2755,1086,5785,0,0.866043,0.413835,1388,118,2248866.7769
196,10628,29.184874,0.335811,0.28265,0.37627,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.0,0.000188,0.000282,0.000282,0.001035,0.001317,0.001035,0.0,0.000282,0.0,0.000753,0.009276,0.404649,0.041668,0.511764,0.072964,1.056659,0.841551,0,1617,615,4208,1019,5401,0,0.867951,0.413735,1403,118,2262154.315
197,9570,29.179425,0.33396,0.284117,0.376594,0.0,0.0,0.0,0.0,0.0,0.000104,0.0,0.000209,0.000209,0.000313,0.00094,0.001358,0.001045,0.0,0.000313,0.0,0.000836,0.0,0.477111,0.041689,0.603829,0.07294,1.056681,0.99185,0,0,1058,2715,1058,5797,0,0.86983,0.414542,1403,118,2276810.5487
198,10556,29.179794,0.33166,0.285241,0.37751,0.0,0.0,9.5e-05,0.0,0.0,9.5e-05,0.0,0.000284,0.000189,0.000284,0.001137,0.001137,0.001137,0.0,0.000284,0.0,0.000947,0.012285,0.403758,0.041652,0.510753,0.072897,1.056761,0.838291,0,1628,642,4156,988,5412,0,0.87168,0.4144,1423,118,2290001.4338
199,9605,29.175147,0.329412,0.286205,0.378865,0.0,0.0,0.000104,0.0,0.0,0.000104,0.0,0.000312,0.000208,0.000312,0.001249,0.001145,0.001249,0.0,0.000104,0.0,0.000729,0.0,0.477901,0.041733,0.604046,0.072705,1.056672,0.992296,0,0,951,2727,1087,5791,0,0.873503,0.41513,1423,118,2304542.6858
200,10605,29.174117,0.332107,0.284488,0.378218,9.4e-05,0.0,9.4e-05,0.0,0.0,0.000283,0.0,0.000377,9.4e-05,0.000283,0.001132,0.000943,0.001132,0.0,9.4e-05,0.0,0.00066,0.013497,0.403899,0.041221,0.511203,0.072706,1.056797,0.840547,0,1630,630,4194,1021,5390,0,0.875299,0.415016,1445,118,2317840.3705
